code,Company,Name,Email,Phone,Address,City,State,Postal Code,Country,Vat No,CF 1,CF 2,CF 3,CF 4,CF 5,CF 6
1,របស់ហាង LPC ,12312,,012  547666 ,22001,,,,,,,,,,,
2,PP1 ,12313,,023-6966666 ,22001,,,,,,,,,,,
3,PP2 ,12314,,023-6526666 ,22001,,,,,,,,,,,
4,PP4 ,12315,,023-6566666 ,22001,,,,,,,,,,,
5,PP6 ,12316,,012-837090 / 017595917 ,22001,,,,,,,,,,,
6, PP8 ,12317,,012-752271 ,22001,,,,,,,,,,,
7,SR1 ,12318,,063-6526666 ,22001,,,,,,,,,,,
8,SR2 ,12319,,090-757656 ,22001,,,,,,,,,,,
9,ចាក់សុំ ,12320,,023-6599999 ,22001,,,,,,,,,,,
10,ឡេង​ ,12321,,010392002​,22001,,,,,,,,,,,
11, អាល់ប៊ុំ ,12322,,016846577​,22001,,,,,,,,,,,
12,ឌ្រីម វើដ៏ ,12323,,012-852 124 / 095 888 833 ,22001,,,,,,,,,,,
13,សប្បាយណាស់ ,12324,,012-887837 ,22001,,,,,,,,,,,
14,មី មី​ថតរូប ,12325,,012-841 006 ,22001,,,,,,,,,,,
15,P T C ,12326,,012-756677 ,22001,,,,,,,,,,,
16,SUY MENG FRAME SHOP ,12327,,023-218968 ,22001,,,,,,,,,,,
17,ICE  ,12328,,012-593593 ,22001,,,,,,,,,,,
18,ឡេង​ឃាង ,12329,,012?861212  ,22001,,,,,,,,,,,
19,ហ្គូល ហៀល កម្ពុជា ,12330,,012-776783 ,22001,,,,,,,,,,,
20,គង់ស៊ីផាត ,12331,,012-547888 ,22001,,,,,,,,,,,
21,បណ្ណាគារអូឡាំពិក ,12332,,023884038 / 0128669​,22001,,,,,,,,,,,
22,សហគ្រាស ,12333,,012-951975 ,22001,,,,,,,,,,,
23,ហាង​លក់ថ្មផ្សារថ្មី ,12334,,012-292959 ,22001,,,,,,,,,,,
24,PANASONIC ,12335,,016-922555 / 023884624 ,22001,,,,,,,,,,,
25,Xin Xin Frame Shop ,12336,,012 623 445 / 098 43 83,22001,,,,,,,,,,,
26,ក្រដាសព្រីនធំ ,12337,,012-254593 ,22001,,,,,,,,,,,
27,IONE ,12338,,012-802900 ,22001,,,,,,,,,,,
28,អាល់ប៊ុំ ផ្សារថ្មី ,12339,,011-768-343 ,22001,,,,,,,,,,,
29,SPK ,12340,,012838828 / 0124255​,22001,,,,,,,,,,,
30,លំអរថ្មី ,12341,,089888778​,22001,,,,,,,,,,,
31,ចាក់កញ្ចក់,12342,,016566299​,22001,,,,,,,,,,,
32,តុបតែងអេសភី,12343,,098975985 / 0972883333​,22001,,,,,,,,,,,
33,PK stationary ,12344,,099 566 669 / 099 866 669,22001,,,,,,,,,,,
